IDpol,ClaimNb,ds,Exposure,y,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region
768,1,29/03/2025,0.2,F,6,0,33,50,B12,Regular,14368,R11
769,1,10/12/2024,0.62,F,6,0,33,50,B12,Regular,14368,R11
771,1,23/05/2025,0.33,D,5,0,47,50,B12,Regular,1103,R11
772,1,06/05/2025,0.41,D,5,0,47,50,B12,Regular,1103,R11
773,1,07/02/2025,0.07,D,5,0,47,50,B12,Regular,1103,R11
776,1,01/07/2025,0.03,A,6,0,63,50,B12,Regular,21,R93
778,2,25/07/2025,0.79,A,6,0,63,50,B12,Regular,21,R93
780,1,30/05/2025,0.1,C,4,0,56,50,B12,Regular,232,R26
782,1,09/06/2025,0.72,C,4,0,56,50,B12,Regular,232,R26
784,1,20/08/2025,0.74,D,5,0,22,100,B12,Regular,1329,R11
785,1,06/05/2025,0.07,D,5,0,22,100,B12,Regular,1329,R11
789,1,04/06/2025,0.35,F,6,0,60,100,B12,Regular,15725,R11
790,1,31/03/2025,0.47,F,5,8,60,100,B2,Diesel,15725,R11
793,1,30/10/2024,0.83,A,5,0,33,100,B12,Regular,9,R83
795,1,09/06/2025,0.83,E,7,7,52,50,B10,Diesel,8455,R82
798,1,26/03/2025,0.75,C,8,2,49,50,B12,Diesel,211,R11
799,1,11/08/2025,0.07,C,8,2,49,50,B12,Diesel,211,R11
802,1,10/07/2025,0.3,E,4,1,27,95,B12,Regular,5202,R11
805,1,25/07/2025,0.01,E,4,1,27,95,B12,Regular,5202,R11
807,1,22/03/2025,0.5,E,4,1,27,95,B12,Regular,5202,R11
809,1,02/04/2025,0.06,E,5,0,44,50,B12,Regular,3317,R93
811,1,10/06/2025,0.76,E,5,0,44,50,B12,Regular,3317,R93
813,1,24/12/2024,0.82,E,5,0,29,90,B12,Regular,3374,R42
816,1,21/06/2025,0.05,A,5,0,51,50,B12,Regular,27,R26
818,1,19/06/2025,0.75,A,5,0,51,50,B12,Regular,27,R26
820,1,30/12/2024,0.2,B,4,1,35,60,B12,Regular,82,R52
822,1,16/06/2025,0.62,B,4,0,35,60,B12,Regular,82,R52
827,1,18/07/2025,0.22,E,6,7,41,50,B12,Regular,3541,R52
829,1,03/03/2025,0.6,E,6,7,41,50,B12,Regular,3541,R52
830,1,22/08/2025,0.68,E,4,10,24,105,B1,Regular,3064,R11
833,1,26/08/2025,0.09,E,4,0,30,72,B12,Regular,3991,R21
834,1,16/05/2025,0.73,E,4,0,30,72,B12,Regular,3991,R21
837,1,02/06/2025,0.74,C,6,0,52,50,B12,Regular,489,R91
838,1,07/04/2025,0.07,C,6,0,52,50,B12,Regular,489,R91
841,1,06/08/2025,0.73,D,5,1,69,62,B12,Regular,796,R11
842,1,18/10/2024,0.08,D,5,1,69,62,B12,Regular,796,R11
845,1,21/10/2024,0.81,D,5,0,40,72,B12,Regular,1064,R11
849,1,15/01/2025,0.07,C,6,0,66,50,B12,Diesel,123,R72
850,1,08/10/2024,0.78,C,6,0,66,50,B12,Diesel,123,R72
852,1,07/08/2025,0.27,F,7,5,39,100,B12,Regular,17140,R11
853,1,29/01/2025,0.07,F,7,5,39,100,B12,Regular,17140,R11
854,1,25/03/2025,0.47,F,7,5,39,100,B12,Regular,17140,R11
856,1,21/07/2025,0.2,B,5,0,50,50,B12,Regular,59,R11
859,1,15/08/2025,0.62,B,5,0,50,50,B12,Regular,59,R11
861,1,27/02/2025,0.12,A,5,0,26,90,B12,Regular,32,R91
863,1,22/05/2025,0.69,A,5,0,26,90,B12,Regular,32,R91
865,1,13/06/2025,0.46,E,5,0,34,50,B12,Regular,2887,R11
867,1,20/06/2025,0.81,C,4,0,36,72,B12,Regular,285,R53
870,1,15/08/2025,0.06,A,4,0,71,72,B12,Regular,46,R25
872,1,01/07/2025,0.75,A,4,0,71,72,B12,Regular,46,R25
874,1,27/03/2025,0.13,C,7,0,50,50,B12,Regular,216,R82
876,1,08/10/2024,0.68,C,7,0,50,50,B12,Regular,216,R82
878,1,05/05/2025,0.81,D,7,10,66,56,B4,Regular,709,R93
880,1,12/08/2025,0.77,C,11,2,46,90,B12,Regular,316,R93
882,1,27/12/2024,0.97,D,5,2,40,50,B12,Diesel,675,R91
884,1,22/02/2025,0.008196721,D,7,0,40,50,B4,Regular,675,R91
886,1,21/05/2025,0.03,D,7,0,35,80,B12,Regular,565,R93
887,1,22/04/2025,0.8,D,7,0,35,80,B12,Regular,565,R93
889,1,09/06/2025,0.28,C,9,0,46,90,B12,Regular,316,R93
890,1,30/05/2025,0.48,C,9,0,46,90,B12,Regular,316,R93
892,1,08/08/2025,0.83,A,5,1,54,50,B12,Regular,42,R41
895,1,09/07/2025,0.42,F,4,0,53,50,B12,Regular,15725,R11
896,1,19/08/2025,0.39,F,4,0,53,50,B12,Regular,15725,R11
901,1,03/12/2024,0.09,B,5,0,51,50,B12,Diesel,51,R24
902,1,28/11/2024,0.72,B,5,0,51,50,B12,Diesel,51,R24
905,1,26/06/2025,0.74,D,5,0,52,50,B12,Regular,1846,R72
908,1,25/01/2025,0.1,D,5,0,52,50,B12,Regular,1846,R72
910,1,25/06/2025,0.09,E,7,0,43,50,B12,Diesel,3541,R52
911,1,18/06/2025,0.18,E,6,2,43,50,B12,Diesel,3541,R52
912,1,16/01/2025,0.54,E,7,0,43,50,B12,Diesel,3541,R52
913,2,01/04/2025,0.06,E,6,2,43,50,B12,Diesel,3541,R52
915,1,15/08/2025,0.28,E,4,0,38,106,B12,Regular,6157,R31
918,1,04/02/2025,0.6,E,6,10,38,106,B12,Regular,6157,R31
920,1,04/02/2025,0.09,D,4,1,60,50,B12,Regular,831,R54
921,1,04/03/2025,0.72,D,4,1,60,50,B12,Regular,831,R54
925,1,10/06/2025,0.09,C,9,0,56,85,B12,Regular,106,R11
926,1,20/06/2025,0.71,C,9,0,56,85,B12,Regular,106,R11
928,1,27/05/2025,0.81,D,9,7,41,90,B12,Diesel,875,R93
931,1,05/05/2025,0.005464481,C,6,0,75,50,B12,Diesel,137,R52
932,1,19/07/2025,0.08,C,6,0,75,50,B12,Diesel,137,R52
933,1,06/06/2025,0.72,C,6,0,75,50,B12,Diesel,137,R52
937,1,24/06/2025,0.03,D,7,0,40,50,B12,Regular,726,R91
939,1,01/09/2025,0.28,D,7,0,40,50,B12,Regular,726,R91
940,1,07/04/2025,0.43,D,7,0,40,50,B12,Regular,726,R91
941,1,10/06/2025,0.05,D,7,0,40,50,B12,Regular,726,R91
943,1,24/06/2025,0.75,F,5,4,34,95,B12,Diesel,17140,R11
944,1,26/06/2025,0.06,F,5,4,34,100,B12,Diesel,17140,R11
947,1,15/03/2025,0.74,C,9,0,47,50,B12,Regular,108,R25
948,1,23/07/2025,0.07,C,9,0,47,50,B12,Regular,108,R25
951,1,19/08/2025,0.81,F,6,0,47,100,B12,Regular,10477,R11
953,1,23/08/2025,0.36,D,14,9,30,80,B1,Regular,1353,R31
954,1,04/02/2025,0.8,D,4,0,34,88,B12,Regular,883,R93
956,1,06/03/2025,0.05,F,5,0,49,50,B12,Regular,12374,R11
959,1,23/06/2025,0.76,F,5,0,49,50,B12,Regular,12374,R11
961,1,13/06/2025,0.05,B,7,0,31,51,B12,Diesel,67,R41
963,1,05/05/2025,0.75,B,7,0,31,51,B12,Diesel,67,R41
965,1,22/07/2025,0.81,C,4,2,57,50,B12,Regular,124,R24
968,1,28/02/2025,0.41,E,5,0,38,50,B12,Regular,3317,R93
969,1,22/07/2025,0.39,E,5,0,38,50,B12,Regular,3317,R93
971,1,30/05/2025,0.08,C,9,3,45,50,B12,Regular,391,R41
972,1,25/06/2025,0.74,C,9,3,45,50,B12,Regular,391,R41
975,1,18/06/2025,0.73,D,9,0,60,50,B12,Regular,570,R93
976,2,10/04/2025,0.07,D,9,0,60,50,B12,Regular,570,R93
979,1,22/08/2025,0.74,D,4,0,44,50,B12,Regular,1005,R93
980,1,04/07/2025,0.05,D,4,0,44,50,B12,Regular,1005,R93
982,1,12/05/2025,0.01,D,4,0,44,50,B12,Regular,1005,R93
984,1,14/07/2025,0.11,E,5,0,34,50,B12,Regular,3744,R93
987,1,24/07/2025,0.69,E,5,0,34,50,B12,Regular,3744,R93
990,1,24/03/2025,0.74,C,7,3,39,76,B12,Regular,478,R22
992,1,03/05/2025,0.06,C,7,3,39,76,B12,Regular,478,R22
995,1,12/05/2025,0.58,C,4,0,69,50,B12,Regular,215,R91
996,1,08/07/2025,0.23,C,4,0,69,50,B12,Regular,215,R91
999,2,16/04/2025,0.08,C,9,0,59,50,B12,Regular,366,R82
1000,1,06/05/2025,0.72,C,9,0,59,50,B12,Regular,366,R82
1003,1,03/07/2025,0.58,D,5,0,24,85,B12,Regular,1196,R22
1005,1,25/04/2025,0.22,D,5,0,24,90,B12,Regular,1196,R22
1010,1,20/06/2025,0.008196721,D,5,0,24,90,B12,Regular,1196,R22
1014,1,10/02/2025,0.59,F,5,1,29,85,B12,Regular,10477,R11
1015,1,22/02/2025,0.21,F,6,0,29,85,B12,Regular,10477,R11
1020,2,25/06/2025,0.57,E,9,0,66,50,B12,Regular,2648,R31
1021,1,12/05/2025,0.24,E,9,0,66,50,B12,Regular,2648,R31
1024,1,26/05/2025,0.74,C,5,0,44,50,B12,Regular,200,R82
1025,1,13/05/2025,0.06,C,5,0,44,50,B12,Regular,200,R82
1028,1,22/05/2025,0.11,E,5,0,24,80,B12,Regular,2103,R53
1029,1,17/07/2025,0.17,E,5,0,24,80,B12,Regular,2103,R53
1030,1,22/04/2025,0.35,C,5,5,39,100,B5,Diesel,101,R93
1032,1,02/07/2025,0.8,E,5,6,74,50,B4,Diesel,3317,R93
1035,1,29/08/2025,0.8,C,4,1,38,57,B12,Regular,177,R52
1037,1,25/07/2025,0.48,F,4,0,32,67,B12,Regular,22669,R11
1039,1,27/03/2025,0.56,C,10,3,34,57,B12,Regular,143,R93
1040,1,22/04/2025,0.23,C,10,3,34,50,B12,Regular,143,R93
1043,1,09/12/2024,0.04,B,9,1,31,64,B12,Regular,75,R26
1045,1,22/07/2025,0.76,B,9,1,31,64,B12,Regular,75,R26
1047,1,25/03/2025,0.12,E,4,0,34,50,B12,Regular,3021,R53
1049,1,05/03/2025,0.68,E,4,0,34,50,B12,Regular,3021,R53
1052,1,30/12/2024,0.08,D,10,0,58,68,B12,Regular,1871,R82
1053,1,16/12/2024,0.72,D,10,0,58,68,B12,Regular,1871,R82
1056,2,05/05/2025,0.74,C,7,0,33,66,B12,Diesel,151,R82
1057,1,28/04/2025,0.07,C,7,0,33,66,B12,Diesel,151,R82
1062,2,22/08/2025,0.74,C,5,0,42,50,B12,Regular,190,R82
1063,1,26/03/2025,0.07,C,5,0,42,50,B12,Regular,190,R82
1066,1,03/01/2025,0.65,C,4,0,48,50,B12,Regular,332,R72
1067,1,12/06/2025,0.15,C,4,0,48,50,B12,Regular,332,R72
1070,1,23/05/2025,0.1,C,5,0,33,68,B12,Regular,283,R72
1073,1,03/06/2025,0.69,C,5,0,33,72,B12,Regular,283,R72
1075,1,26/11/2024,0.04,D,5,0,65,50,B12,Regular,747,R53
1077,1,10/02/2025,0.76,D,5,0,65,50,B12,Regular,747,R53
1079,1,13/03/2025,0.02,E,4,0,49,50,B12,Regular,2983,R31
1081,1,11/04/2025,0.18,E,4,0,49,50,B12,Regular,2983,R31
1082,1,03/07/2025,0.07,E,4,0,49,50,B12,Regular,2983,R31
1083,1,07/11/2024,0.51,E,4,0,49,50,B12,Regular,2983,R31
1085,1,17/06/2025,0.81,C,4,0,72,50,B12,Regular,127,R72
1087,1,10/12/2024,0.12,E,4,0,32,68,B12,Regular,3317,R93
1088,1,29/05/2025,0.68,E,4,0,32,85,B12,Regular,3317,R93
1090,1,13/06/2025,0.2,E,4,2,29,76,B12,Regular,2537,R31
1092,1,26/06/2025,0.6,E,4,2,29,76,B12,Regular,2537,R31
1094,1,19/08/2025,0.44,E,5,0,30,95,B12,Regular,8880,R11
1095,1,21/03/2025,0.04,E,5,0,30,95,B12,Regular,8880,R11
1097,1,30/04/2025,0.21,E,5,0,30,95,B12,Regular,8880,R11
1098,1,21/04/2025,0.09,E,5,0,30,95,B12,Regular,8880,R11
1100,1,26/05/2025,0.03,C,6,0,70,72,B12,Regular,342,R93
1102,1,17/06/2025,0.76,C,6,0,70,72,B12,Regular,342,R93
1104,1,19/07/2025,0.09,E,6,0,38,72,B12,Diesel,3339,R11
1105,1,21/08/2025,0.07,E,6,0,38,72,B12,Diesel,3339,R11
1107,1,13/05/2025,0.62,E,4,0,38,72,B12,Regular,3339,R11
1109,1,21/07/2025,0.09,D,4,0,40,62,B12,Regular,796,R11
1110,1,09/06/2025,0.71,D,4,0,40,62,B12,Regular,796,R11
1112,1,10/06/2025,0.73,E,10,9,44,57,B12,Regular,4128,R52
1113,1,08/08/2025,0.07,E,10,9,44,57,B12,Regular,4128,R52
1116,1,24/04/2025,0.81,C,6,4,25,85,B1,Diesel,394,R26
1120,1,16/06/2025,0.37,D,6,5,27,95,B1,Diesel,563,R11
1121,1,23/06/2025,0.07,D,6,5,27,95,B1,Diesel,563,R11
1123,1,05/06/2025,0.35,D,6,5,27,95,B1,Diesel,563,R11
1125,1,29/10/2024,0.8,D,6,9,26,100,B3,Regular,626,R93
1129,1,09/04/2025,0.03,C,10,0,46,50,B12,Diesel,148,R21
1131,1,07/04/2025,0.77,C,10,0,46,50,B12,Diesel,148,R21
1134,1,24/03/2025,0.09,C,5,0,37,50,B12,Regular,238,R83
1136,1,16/06/2025,0.21,C,5,0,37,50,B12,Regular,238,R83
1137,1,18/06/2025,0.49,C,5,0,37,50,B12,Regular,238,R83
1139,1,18/08/2025,0.04,E,5,1,35,50,B12,Regular,3184,R11
1140,1,12/05/2025,0.45,E,6,0,35,50,B12,Regular,3184,R11
1141,1,21/05/2025,0.29,E,5,1,35,50,B12,Regular,3184,R11
1143,1,21/05/2025,0.72,E,5,0,53,50,B12,Regular,3599,R11
1144,1,31/01/2025,0.08,E,5,0,53,50,B12,Regular,3599,R11
1147,4,13/06/2025,0.08,D,5,0,42,51,B12,Regular,875,R93
1148,1,22/07/2025,0.72,D,5,0,42,51,B12,Regular,875,R93
1151,1,08/07/2025,0.17,E,9,0,45,50,B12,Regular,6736,R11
1153,1,12/06/2025,0.62,E,9,0,45,50,B12,Regular,6736,R11
1155,1,27/03/2025,0.8,C,5,0,68,50,B12,Regular,221,R52
1158,1,12/03/2025,0.8,E,4,1,37,56,B1,Regular,3541,R52
1162,1,07/03/2025,0.79,C,5,1,36,68,B12,Regular,208,R52
1165,1,26/05/2025,0.74,E,7,0,34,54,B12,Regular,6902,R41
1166,1,07/07/2025,0.05,E,7,0,34,54,B12,Regular,6902,R41
1169,2,12/06/2025,0.75,D,8,3,49,50,B12,Diesel,1787,R11
1172,1,09/07/2025,0.04,A,4,0,59,50,B12,Regular,7,R72
1174,1,12/04/2025,0.75,A,4,0,59,50,B12,Regular,7,R72
1176,1,17/06/2025,0.09,C,4,0,37,50,B12,Regular,169,R91
1178,1,11/04/2025,0.7,C,4,0,37,50,B12,Regular,169,R91
1180,1,29/04/2025,0.09,C,6,0,47,50,B12,Regular,182,R82
1182,1,14/11/2024,0.7,C,6,0,47,50,B12,Regular,182,R82
1185,1,27/12/2024,0.85,C,7,0,45,50,B12,Regular,309,R73
1187,1,21/03/2025,0.09,D,5,0,44,50,B12,Regular,665,R41
1189,1,06/08/2025,0.09,D,5,0,44,50,B12,Regular,665,R41
1190,1,27/05/2025,0.6,D,5,0,44,56,B12,Regular,665,R41
1192,1,14/07/2025,0.79,E,7,1,49,50,B12,Regular,5936,R11
1195,1,30/01/2025,0.06,E,7,0,49,50,B12,Diesel,5936,R11
1197,1,03/07/2025,0.75,E,7,0,49,50,B12,Diesel,5936,R11
1200,1,27/05/2025,0.75,D,5,1,46,64,B12,Diesel,1363,R22
1204,1,28/05/2025,0.16,A,7,0,53,50,B12,Diesel,50,R41
1205,1,15/07/2025,0.62,A,7,0,53,50,B12,Diesel,50,R41
1207,1,21/07/2025,0.71,C,5,0,45,50,B12,Regular,202,R42
1208,1,23/05/2025,0.08,C,5,0,45,50,B12,Regular,202,R42
1211,1,09/04/2025,0.63,E,4,0,72,95,B12,Regular,4456,R72
1212,1,20/02/2025,0.16,E,4,0,72,95,B12,Regular,4456,R72
1214,1,18/07/2025,0.34,E,5,0,37,60,B12,Regular,7187,R11
1215,1,22/11/2024,0.45,E,5,0,37,60,B12,Regular,7187,R11
1216,1,04/07/2025,0.24,F,9,0,69,50,B12,Regular,27000,R11
1219,1,28/04/2025,0.79,E,9,0,24,95,B12,Regular,3688,R82
1221,1,06/01/2025,0.74,E,5,0,63,50,B12,Regular,3317,R93
1223,1,06/02/2025,0.05,E,5,0,63,50,B12,Regular,3317,R93
1226,1,08/02/2025,0.79,B,7,7,28,80,B12,Diesel,65,R21
1228,1,07/06/2025,0.71,D,6,0,75,50,B12,Regular,533,R93
1230,1,04/08/2025,0.07,D,6,0,75,50,B12,Regular,533,R93
1232,1,09/06/2025,0.81,E,4,1,36,58,B12,Regular,2618,R22
1235,1,27/02/2025,0.11,D,7,4,37,76,B3,Regular,726,R91
1237,1,25/11/2024,0.08,D,6,4,37,76,B3,Regular,726,R91
1238,1,11/08/2025,0.6,D,6,4,37,76,B3,Regular,726,R91
1239,2,07/04/2025,0.55,E,5,0,45,50,B12,Regular,3193,R11
1240,1,29/07/2025,0.22,E,5,0,45,62,B12,Regular,3193,R11
1243,2,29/08/2025,0.79,D,6,5,23,95,B3,Regular,1322,R25
1245,1,27/05/2025,0.01,F,6,0,52,57,B12,Regular,10155,R11
1246,1,10/04/2025,0.72,F,6,0,52,57,B12,Regular,10155,R11
1248,1,10/03/2025,0.04,F,6,0,52,57,B12,Regular,10155,R11
1250,1,23/04/2025,0.79,D,6,2,26,72,B12,Diesel,539,R74
1253,1,30/09/2024,0.17,C,5,0,28,90,B12,Regular,366,R82
1254,1,14/02/2025,0.62,C,5,0,28,90,B12,Regular,366,R82
1258,1,17/12/2024,0.79,A,4,1,58,50,B12,Regular,43,R54
1260,1,29/04/2025,0.47,E,7,0,46,86,B12,Diesel,4128,R52
1261,1,06/12/2024,0.32,E,7,0,46,74,B12,Diesel,4128,R52
1264,1,31/12/2024,0.02,F,9,0,43,50,B12,Regular,27000,R11
1265,1,17/12/2024,0.08,F,9,0,43,50,B12,Regular,27000,R11
1266,1,07/07/2025,0.68,F,9,0,43,50,B12,Regular,27000,R11
1268,1,29/04/2025,0.03,C,6,1,44,50,B12,Diesel,301,R93
1270,1,14/04/2025,0.07,C,6,1,44,50,B12,Diesel,301,R93
1271,2,29/08/2025,0.68,C,6,1,44,50,B12,Diesel,301,R93
1273,1,21/04/2025,0.56,C,4,0,49,50,B12,Regular,127,R72
1275,1,15/04/2025,0.04,C,4,0,49,50,B12,Regular,127,R72
1276,1,27/08/2025,0.18,C,4,0,49,50,B12,Regular,127,R72
1278,1,15/03/2025,0.79,B,4,0,23,85,B12,Regular,88,R23
1282,1,21/07/2025,0.09,E,10,0,36,68,B12,Diesel,3366,R11
1283,1,18/06/2025,0.69,E,10,0,36,68,B12,Diesel,3366,R11
1286,1,22/04/2025,0.62,E,4,0,32,85,B12,Regular,2674,R93
1287,1,21/04/2025,0.16,E,4,0,32,72,B12,Regular,2674,R93
1288,1,21/07/2025,0.7,C,11,3,52,75,B12,Diesel,104,R11
1290,1,10/06/2025,0.66,B,7,0,28,60,B12,Regular,52,R72
1292,1,08/08/2025,0.12,B,7,0,28,60,B12,Regular,52,R72
1295,1,22/04/2025,0.08,E,5,0,36,50,B12,Regular,3274,R11
1296,1,11/07/2025,0.5,E,5,0,36,50,B12,Regular,3274,R11
1297,1,01/02/2025,0.2,E,5,0,36,50,B12,Regular,3274,R11
1299,1,09/05/2025,0.74,D,6,0,76,50,B12,Regular,543,R91
1301,1,12/08/2025,0.05,D,6,0,76,50,B12,Regular,543,R91
1303,1,02/07/2025,0.03,B,11,0,39,50,B12,Diesel,55,R52
1304,1,22/05/2025,0.76,B,11,0,39,50,B12,Diesel,55,R52
1306,1,10/04/2025,0.49,E,10,0,38,50,B12,Regular,2715,R93
1308,1,22/07/2025,0.03,E,11,4,38,50,B1,Diesel,2715,R93
1309,1,30/07/2025,0.25,E,11,4,38,50,B1,Diesel,2715,R93
1311,1,11/03/2025,0.79,B,5,0,32,59,B12,Regular,63,R54
1314,1,22/04/2025,0.79,C,5,1,33,68,B12,Regular,288,R73
1316,1,02/06/2025,0.72,E,9,0,69,50,B12,Regular,4762,R93
1318,2,05/03/2025,0.07,E,9,0,69,50,B12,Regular,4762,R93
1322,1,27/01/2025,0.16,E,8,4,67,72,B12,Regular,2674,R93
1323,1,24/07/2025,0.62,E,8,4,67,72,B12,Regular,2674,R93
1325,1,24/07/2025,0.65,C,8,0,48,50,B12,Regular,332,R72
1327,1,28/11/2024,0.13,C,8,0,48,50,B12,Regular,332,R72
1330,1,26/03/2025,0.79,C,10,1,53,80,B12,Diesel,203,R82
1333,1,07/04/2025,0.03,C,10,8,31,50,B12,Regular,465,R82
1334,1,06/06/2025,0.27,C,10,8,30,50,B12,Regular,465,R82
1335,1,22/01/2025,0.48,C,10,8,30,50,B12,Regular,465,R82
1337,1,01/04/2025,0.72,C,5,0,54,55,B12,Diesel,149,R26
1339,1,04/12/2024,0.06,C,5,0,54,50,B12,Diesel,149,R26
1341,1,27/02/2025,0.75,B,11,6,27,60,B1,Diesel,57,R91
1344,1,18/12/2024,0.41,C,5,0,59,100,B12,Diesel,177,R93
1346,1,11/08/2025,0.37,C,5,0,59,64,B12,Diesel,177,R93
1349,1,23/01/2025,0.36,C,5,0,39,57,B12,Diesel,177,R93
1351,1,27/05/2025,0.42,C,5,0,39,54,B12,Diesel,177,R93
1354,1,28/04/2025,0.78,C,6,2,39,72,B12,Diesel,265,R31
1357,1,09/04/2025,0.01,E,7,0,41,80,B12,Diesel,6257,R11
1358,1,12/06/2025,0.77,E,7,0,41,80,B12,Diesel,6257,R11
1361,1,20/02/2025,0.18,B,5,0,39,72,B12,Regular,80,R52
1362,1,09/05/2025,0.6,B,5,0,39,72,B12,Regular,80,R52
1364,1,15/07/2025,0.07,C,4,0,56,51,B12,Regular,228,R73
1366,1,13/02/2025,0.75,C,4,0,56,51,B12,Regular,228,R73
1368,1,19/02/2025,0.74,A,5,0,27,68,B12,Regular,40,R82
1370,1,27/03/2025,0.04,A,5,0,27,68,B12,Regular,40,R82
1372,1,03/03/2025,0.63,D,4,0,41,50,B12,Regular,824,R91
1374,1,23/06/2025,0.15,D,4,0,41,50,B12,Regular,824,R91
1376,1,05/05/2025,0.72,D,4,0,39,50,B12,Regular,1707,R31
1378,1,30/06/2025,0.06,D,4,0,39,50,B12,Regular,1707,R31
1381,1,18/12/2024,0.73,D,9,0,51,50,B12,Regular,1110,R82
1383,1,09/05/2025,0.05,D,9,0,51,50,B12,Regular,1110,R82
1386,1,07/08/2025,0.1,C,5,0,56,50,B12,Regular,323,R91
1387,1,03/06/2025,0.68,C,5,0,56,50,B12,Regular,323,R91
1389,1,04/08/2025,0.74,D,5,0,46,50,B12,Regular,1328,R82
1391,1,14/07/2025,0.04,D,5,0,46,50,B12,Regular,1328,R82
1394,1,20/05/2025,0.78,E,5,5,33,68,B5,Regular,7259,R31
1397,1,11/03/2025,0.72,E,4,0,36,60,B12,Regular,3301,R73
1399,1,26/11/2024,0.06,E,4,0,36,60,B12,Regular,3301,R73
1402,1,07/05/2025,0.08,D,7,0,62,77,B12,Diesel,563,R52
1403,1,17/02/2025,0.7,D,7,0,62,77,B12,Diesel,563,R52
1405,1,30/01/2025,0.32,E,7,10,35,95,B2,Regular,9422,R11
1406,1,19/08/2025,0.25,E,7,10,35,95,B2,Regular,9422,R11
1407,1,10/06/2025,0.21,E,7,10,35,95,B2,Regular,9422,R11
1409,1,11/07/2025,0.56,B,11,3,53,50,B1,Diesel,98,R25
1410,1,14/02/2025,0.15,B,11,3,53,50,B1,Diesel,98,R25
1412,1,18/07/2025,0.06,B,11,3,53,50,B1,Diesel,98,R25
1416,1,12/12/2024,0.03,D,9,0,36,50,B12,Diesel,688,R11
1417,1,16/12/2024,0.69,D,9,0,36,50,B12,Diesel,688,R11
1419,1,03/06/2025,0.05,D,9,0,36,50,B12,Diesel,688,R11
1421,1,14/08/2025,0.78,D,6,6,30,100,B12,Diesel,824,R91
1423,1,06/08/2025,0.22,D,4,7,49,50,B2,Regular,604,R91
1425,1,12/08/2025,0.46,D,4,0,49,50,B12,Regular,604,R91
1427,1,22/11/2024,0.05,D,4,0,49,50,B12,Regular,604,R91
1429,1,11/12/2024,0.74,E,6,4,44,50,B12,Diesel,5746,R11
1430,1,23/05/2025,0.07,E,6,4,44,50,B12,Diesel,5746,R11
1434,1,08/04/2025,0.1,E,7,0,34,95,B12,Diesel,8346,R11
1435,2,15/04/2025,0.68,E,7,0,34,90,B12,Diesel,8346,R11
1437,1,24/06/2025,0.75,B,4,4,46,50,B6,Regular,56,R11
1440,1,19/02/2025,0.72,B,8,6,46,50,B12,Regular,56,R11
1442,1,07/04/2025,0.03,B,10,6,46,50,B12,Regular,56,R11
1445,1,30/12/2024,0.3,D,5,0,22,95,B12,Regular,824,R91
1447,1,11/06/2025,0.26,D,5,0,51,50,B12,Regular,824,R91
1448,1,04/07/2025,0.24,D,5,0,51,50,B12,Regular,824,R91
1450,1,21/04/2025,0.65,E,7,0,39,50,B12,Diesel,3021,R53
1453,1,06/01/2025,0.12,E,7,0,39,50,B12,Diesel,3021,R53
1457,1,29/04/2025,0.62,E,4,0,25,80,B12,Regular,9307,R82
1458,1,19/05/2025,0.15,E,4,0,25,85,B12,Regular,9307,R82
1461,2,02/09/2025,0.78,B,6,0,61,50,B12,Regular,53,R82
1464,1,17/06/2025,0.78,D,7,2,38,118,B12,Regular,1662,R11
1466,1,11/08/2025,0.02,C,6,0,63,50,B12,Diesel,107,R91
1468,1,29/07/2025,0.7,C,6,0,63,50,B12,Diesel,107,R91
1469,1,14/08/2025,0.05,C,6,0,63,50,B12,Diesel,107,R91
1472,1,06/08/2025,0.78,E,7,5,25,76,B1,Diesel,4128,R52
1473,1,12/08/2025,0.41,D,6,4,25,95,B12,Regular,665,R41
1476,1,22/11/2024,0.77,B,7,6,25,90,B12,Regular,67,R91
1478,1,11/12/2024,0.31,D,7,0,47,50,B12,Diesel,670,R82
1480,1,23/05/2025,0.45,D,7,0,47,50,B12,Diesel,670,R82
1483,1,08/04/2025,0.78,C,7,0,53,73,B12,Diesel,116,R82
1486,1,15/04/2025,0.59,E,7,2,39,64,B12,Regular,4348,R72
1487,2,24/06/2025,0.18,E,7,2,39,64,B12,Regular,4348,R72
1489,1,19/02/2025,0.00273224,D,8,0,49,50,B12,Regular,645,R11
1490,1,07/04/2025,0.72,D,8,0,49,50,B12,Regular,645,R11
1492,1,30/12/2024,0.05,D,8,0,49,50,B12,Regular,645,R11
1493,1,11/06/2025,0.08,A,7,4,28,100,B3,Regular,46,R82
1495,1,04/07/2025,0.77,B,7,8,60,90,B12,Diesel,63,R31
1497,1,21/04/2025,0.65,C,5,0,48,50,B12,Regular,161,R93
1499,1,06/01/2025,0.12,C,5,0,48,50,B12,Regular,161,R93
1503,1,29/04/2025,0.77,E,7,0,76,50,B12,Regular,4998,R11
1505,1,19/05/2025,0.8,B,7,1,43,50,B12,Diesel,93,R91
1510,1,02/09/2025,0.77,D,4,0,42,72,B12,Regular,573,R41
1513,1,17/06/2025,0.16,D,4,0,46,50,B12,Regular,1448,R93
1514,1,11/08/2025,0.59,D,4,0,46,50,B12,Regular,1448,R93
1515,1,29/07/2025,0.01,D,4,0,46,50,B12,Regular,1448,R93
1517,1,14/08/2025,0.81,C,5,1,60,68,B12,Diesel,384,R73
